,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
439,2019,3.4296522392,NY.ADJ.NNTY.KD.ZG,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
440,2020,2.2892396018,NY.ADJ.NNTY.KD.ZG,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
441,2016,12.1249316205,NY.ADJ.NNTY.KD.ZG,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
442,2017,5.0001490781,NY.ADJ.NNTY.KD.ZG,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
443,2018,10.122686692,NY.ADJ.NNTY.KD.ZG,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
444,2019,6.5697340773,NY.ADJ.NNTY.KD.ZG,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
445,2020,-1.3411140289,NY.ADJ.NNTY.KD.ZG,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
446,2016,5.0153175535,NY.ADJ.NNTY.KD.ZG,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
447,2017,4.2705805593,NY.ADJ.NNTY.KD.ZG,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
448,2018,5.3112193745,NY.ADJ.NNTY.KD.ZG,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
449,2019,3.6656848079,NY.ADJ.NNTY.KD.ZG,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
450,2020,-20.1737280389,NY.ADJ.NNTY.KD.ZG,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
451,2016,2.2485882472,NY.ADJ.NNTY.KD.ZG,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
452,2017,2.7848037311000002,NY.ADJ.NNTY.KD.ZG,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
453,2018,1.8210955989,NY.ADJ.NNTY.KD.ZG,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
454,2019,0.4645015471,NY.ADJ.NNTY.KD.ZG,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
455,2020,-11.9919232973,NY.ADJ.NNTY.KD.ZG,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
456,2016,8.7680970537,NY.ADJ.NNTY.KD.ZG,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
457,2017,6.3180147085,NY.ADJ.NNTY.KD.ZG,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
458,2018,2.2335235039,NY.ADJ.NNTY.KD.ZG,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
459,2019,4.5657977804000005,NY.ADJ.NNTY.KD.ZG,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
460,2020,-5.0137869936,NY.ADJ.NNTY.KD.ZG,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
461,2016,4.0803842735,NY.ADJ.NNTY.KD.ZG,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
462,2017,-0.7125296518,NY.ADJ.NNTY.KD.ZG,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
463,2018,12.0540909277,NY.ADJ.NNTY.KD.ZG,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
464,2019,7.6287960097,NY.ADJ.NNTY.KD.ZG,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
465,2020,0.3526770362,NY.ADJ.NNTY.KD.ZG,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
466,2016,2.8004331983,NY.ADJ.NNTY.KD.ZG,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
467,2017,7.6994489072,NY.ADJ.NNTY.KD.ZG,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
468,2018,5.785215452,NY.ADJ.NNTY.KD.ZG,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
469,2019,5.0430662133,NY.ADJ.NNTY.KD.ZG,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
470,2020,-17.7039763909,NY.ADJ.NNTY.KD.ZG,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
471,2016,2.062494512,NY.ADJ.NNTY.KD.ZG,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
472,2017,4.8910316201,NY.ADJ.NNTY.KD.ZG,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
473,2018,2.9588667810000002,NY.ADJ.NNTY.KD.ZG,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
474,2019,3.7529807271999998,NY.ADJ.NNTY.KD.ZG,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
475,2020,-6.0303949596,NY.ADJ.NNTY.KD.ZG,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
476,2016,1.6435399552,NY.ADJ.NNTY.KD.ZG,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
477,2017,5.4900443069,NY.ADJ.NNTY.KD.ZG,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
478,2018,1.7461499086,NY.ADJ.NNTY.KD.ZG,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
479,2019,-6.037768126,NY.ADJ.NNTY.KD.ZG,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
480,2020,1.8655125612,NY.ADJ.NNTY.KD.ZG,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
481,2016,2.5067987956,NY.ADJ.NNTY.KD.ZG,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
482,2017,3.5623606283,NY.ADJ.NNTY.KD.ZG,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
483,2018,6.3003595694,NY.ADJ.NNTY.KD.ZG,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
484,2019,7.3958633691,NY.ADJ.NNTY.KD.ZG,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
485,2020,6.1995788732,NY.ADJ.NNTY.KD.ZG,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
486,2016,1.2633893527,NY.ADJ.NNTY.KD.ZG,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
487,2017,2.3376060491,NY.ADJ.NNTY.KD.ZG,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
488,2018,-0.5342535169,NY.ADJ.NNTY.KD.ZG,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
489,2019,0.4813686177,NY.ADJ.NNTY.KD.ZG,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
490,2020,-7.6170328706,NY.ADJ.NNTY.KD.ZG,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
491,2016,-1.9706468017,NY.ADJ.NNTY.KD.ZG,NPL,Nepal,South Asia,Lower middle income,IDA
492,2017,16.8763551152,NY.ADJ.NNTY.KD.ZG,NPL,Nepal,South Asia,Lower middle income,IDA
493,2018,6.9032474474,NY.ADJ.NNTY.KD.ZG,NPL,Nepal,South Asia,Lower middle income,IDA
494,2019,7.9707309218999995,NY.ADJ.NNTY.KD.ZG,NPL,Nepal,South Asia,Lower middle income,IDA
495,2020,-5.5519330962,NY.ADJ.NNTY.KD.ZG,NPL,Nepal,South Asia,Lower middle income,IDA
496,2016,0.6096053428,NY.ADJ.NNTY.KD.ZG,NLD,Netherlands,Europe & Central Asia,High income,Not classified
497,2017,5.6889874073,NY.ADJ.NNTY.KD.ZG,NLD,Netherlands,Europe & Central Asia,High income,Not classified
498,2018,2.7467431391,NY.ADJ.NNTY.KD.ZG,NLD,Netherlands,Europe & Central Asia,High income,Not classified
499,2019,1.5700534350000002,NY.ADJ.NNTY.KD.ZG,NLD,Netherlands,Europe & Central Asia,High income,Not classified
500,2020,-7.1614942132,NY.ADJ.NNTY.KD.ZG,NLD,Netherlands,Europe & Central Asia,High income,Not classified
501,2016,5.3511944765,NY.ADJ.NNTY.KD.ZG,NZL,New Zealand,East Asia & Pacific,High income,Not classified
502,2017,5.2667153796,NY.ADJ.NNTY.KD.ZG,NZL,New Zealand,East Asia & Pacific,High income,Not classified
503,2018,2.2560293357,NY.ADJ.NNTY.KD.ZG,NZL,New Zealand,East Asia & Pacific,High income,Not classified
504,2019,4.4235438708,NY.ADJ.NNTY.KD.ZG,NZL,New Zealand,East Asia & Pacific,High income,Not classified
505,2020,-2.5774870009,NY.ADJ.NNTY.KD.ZG,NZL,New Zealand,East Asia & Pacific,High income,Not classified
506,2016,4.9364245049,NY.ADJ.NNTY.KD.ZG,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
507,2017,4.1018176295,NY.ADJ.NNTY.KD.ZG,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
508,2018,-5.7740237922,NY.ADJ.NNTY.KD.ZG,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
509,2019,-0.6857759185,NY.ADJ.NNTY.KD.ZG,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
510,2020,2.0293196219,NY.ADJ.NNTY.KD.ZG,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
511,2016,4.2539763795,NY.ADJ.NNTY.KD.ZG,NER,Niger,Sub-Saharan Africa ,Low income,IDA
512,2017,4.1558537008,NY.ADJ.NNTY.KD.ZG,NER,Niger,Sub-Saharan Africa ,Low income,IDA
513,2018,9.8828166248,NY.ADJ.NNTY.KD.ZG,NER,Niger,Sub-Saharan Africa ,Low income,IDA
514,2019,4.6649308461,NY.ADJ.NNTY.KD.ZG,NER,Niger,Sub-Saharan Africa ,Low income,IDA
515,2020,-5.132994281,NY.ADJ.NNTY.KD.ZG,NER,Niger,Sub-Saharan Africa ,Low income,IDA
516,2016,-7.1173303998,NY.ADJ.NNTY.KD.ZG,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
517,2017,-1.9149721726000002,NY.ADJ.NNTY.KD.ZG,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
518,2018,1.3870346028,NY.ADJ.NNTY.KD.ZG,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
519,2019,-1.0188930384,NY.ADJ.NNTY.KD.ZG,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
520,2020,6.5996471686,NY.ADJ.NNTY.KD.ZG,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
521,2016,7.2832890833,NY.ADJ.NNTY.KD.ZG,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
522,2017,0.0623045164,NY.ADJ.NNTY.KD.ZG,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
523,2018,7.2595575987,NY.ADJ.NNTY.KD.ZG,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
524,2019,3.3674110394,NY.ADJ.NNTY.KD.ZG,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
525,2020,-3.6718058667999998,NY.ADJ.NNTY.KD.ZG,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
526,2016,-1.6141482085,NY.ADJ.NNTY.KD.ZG,NOR,Norway,Europe & Central Asia,High income,Not classified
527,2017,2.3161730537,NY.ADJ.NNTY.KD.ZG,NOR,Norway,Europe & Central Asia,High income,Not classified
528,2018,2.9943001926,NY.ADJ.NNTY.KD.ZG,NOR,Norway,Europe & Central Asia,High income,Not classified
529,2019,-3.3154928334,NY.ADJ.NNTY.KD.ZG,NOR,Norway,Europe & Central Asia,High income,Not classified
530,2020,-6.4487171751,NY.ADJ.NNTY.KD.ZG,NOR,Norway,Europe & Central Asia,High income,Not classified
531,2016,2.7163169849,NY.ADJ.NNTY.KD.ZG,OMN,Oman,Middle East & North Africa,High income,Not classified
532,2017,5.3686195458,NY.ADJ.NNTY.KD.ZG,OMN,Oman,Middle East & North Africa,High income,Not classified
533,2018,7.6062732821,NY.ADJ.NNTY.KD.ZG,OMN,Oman,Middle East & North Africa,High income,Not classified
534,2019,-3.8768196297,NY.ADJ.NNTY.KD.ZG,OMN,Oman,Middle East & North Africa,High income,Not classified
535,2016,-5.160509651,NY.ADJ.NNTY.KD.ZG,PAK,Pakistan,South Asia,Lower middle income,Blend
536,2017,6.5745750675,NY.ADJ.NNTY.KD.ZG,PAK,Pakistan,South Asia,Lower middle income,Blend
537,2018,3.6174298926,NY.ADJ.NNTY.KD.ZG,PAK,Pakistan,South Asia,Lower middle income,Blend
538,2019,1.1148960396,NY.ADJ.NNTY.KD.ZG,PAK,Pakistan,South Asia,Lower middle income,Blend
539,2020,0.4825024686,NY.ADJ.NNTY.KD.ZG,PAK,Pakistan,South Asia,Lower middle income,Blend
540,2016,3.7256878602,NY.ADJ.NNTY.KD.ZG,PAN,Panama,Latin America & Caribbean ,High income,IBRD
541,2017,5.8780506208,NY.ADJ.NNTY.KD.ZG,PAN,Panama,Latin America & Caribbean ,High income,IBRD
542,2018,-0.42294467100000005,NY.ADJ.NNTY.KD.ZG,PAN,Panama,Latin America & Caribbean ,High income,IBRD
543,2019,1.8309215562999999,NY.ADJ.NNTY.KD.ZG,PAN,Panama,Latin America & Caribbean ,High income,IBRD
544,2020,-18.6873345316,NY.ADJ.NNTY.KD.ZG,PAN,Panama,Latin America & Caribbean ,High income,IBRD
545,2016,5.8163367111,NY.ADJ.NNTY.KD.ZG,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
546,2017,6.1457860848,NY.ADJ.NNTY.KD.ZG,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
547,2018,2.044831975,NY.ADJ.NNTY.KD.ZG,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
548,2019,-0.2520663992,NY.ADJ.NNTY.KD.ZG,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
549,2020,0.5904885777000001,NY.ADJ.NNTY.KD.ZG,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
550,2016,1.7959380799,NY.ADJ.NNTY.KD.ZG,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
551,2017,2.4909367415,NY.ADJ.NNTY.KD.ZG,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
552,2018,2.6233853689,NY.ADJ.NNTY.KD.ZG,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
553,2019,4.9396740398,NY.ADJ.NNTY.KD.ZG,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
554,2020,-7.8452025276,NY.ADJ.NNTY.KD.ZG,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
555,2016,6.6068412603999995,NY.ADJ.NNTY.KD.ZG,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
556,2017,6.5981968514,NY.ADJ.NNTY.KD.ZG,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
557,2018,4.4936122995,NY.ADJ.NNTY.KD.ZG,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
558,2019,4.1867359786,NY.ADJ.NNTY.KD.ZG,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
559,2020,-11.2792138608,NY.ADJ.NNTY.KD.ZG,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
560,2016,2.8075802729,NY.ADJ.NNTY.KD.ZG,POL,Poland,Europe & Central Asia,High income,IBRD
561,2017,5.1181263145,NY.ADJ.NNTY.KD.ZG,POL,Poland,Europe & Central Asia,High income,IBRD
562,2018,4.7935432944,NY.ADJ.NNTY.KD.ZG,POL,Poland,Europe & Central Asia,High income,IBRD
563,2019,5.7443642466,NY.ADJ.NNTY.KD.ZG,POL,Poland,Europe & Central Asia,High income,IBRD
564,2020,-1.1943218338000001,NY.ADJ.NNTY.KD.ZG,POL,Poland,Europe & Central Asia,High income,IBRD
565,2016,2.7734174694,NY.ADJ.NNTY.KD.ZG,PRT,Portugal,Europe & Central Asia,High income,Not classified
566,2017,3.3575701466,NY.ADJ.NNTY.KD.ZG,PRT,Portugal,Europe & Central Asia,High income,Not classified
567,2018,1.9775193151,NY.ADJ.NNTY.KD.ZG,PRT,Portugal,Europe & Central Asia,High income,Not classified
568,2019,3.0510684355,NY.ADJ.NNTY.KD.ZG,PRT,Portugal,Europe & Central Asia,High income,Not classified
569,2020,-9.2189096358,NY.ADJ.NNTY.KD.ZG,PRT,Portugal,Europe & Central Asia,High income,Not classified
570,2017,5.0286287153,NY.ADJ.NNTY.KD.ZG,QAT,Qatar,Middle East & North Africa,High income,Not classified
571,2018,7.8451003838,NY.ADJ.NNTY.KD.ZG,QAT,Qatar,Middle East & North Africa,High income,Not classified
572,2019,-2.6218836445,NY.ADJ.NNTY.KD.ZG,QAT,Qatar,Middle East & North Africa,High income,Not classified
573,2020,-15.4786025006,NY.ADJ.NNTY.KD.ZG,QAT,Qatar,Middle East & North Africa,High income,Not classified
574,2016,4.7931909056,NY.ADJ.NNTY.KD.ZG,ROU,Romania,Europe & Central Asia,High income,IBRD
575,2017,7.9742171919,NY.ADJ.NNTY.KD.ZG,ROU,Romania,Europe & Central Asia,High income,IBRD
576,2018,4.2489780295,NY.ADJ.NNTY.KD.ZG,ROU,Romania,Europe & Central Asia,High income,IBRD
577,2019,9.9132005777,NY.ADJ.NNTY.KD.ZG,ROU,Romania,Europe & Central Asia,High income,IBRD
578,2020,-3.8627069886000003,NY.ADJ.NNTY.KD.ZG,ROU,Romania,Europe & Central Asia,High income,IBRD
579,2016,-4.2773625874,NY.ADJ.NNTY.KD.ZG,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
580,2017,3.1604261311,NY.ADJ.NNTY.KD.ZG,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
581,2018,5.7983434494,NY.ADJ.NNTY.KD.ZG,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
582,2019,-1.3497396922,NY.ADJ.NNTY.KD.ZG,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
583,2020,-1.4200409348,NY.ADJ.NNTY.KD.ZG,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
584,2016,4.9907884481,NY.ADJ.NNTY.KD.ZG,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
585,2017,3.1032095258,NY.ADJ.NNTY.KD.ZG,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
586,2018,8.7812938267,NY.ADJ.NNTY.KD.ZG,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
587,2019,9.9829600151,NY.ADJ.NNTY.KD.ZG,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
588,2020,-1.9582754865,NY.ADJ.NNTY.KD.ZG,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
589,2016,-1.5139047127,NY.ADJ.NNTY.KD.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
590,2017,4.2753665432,NY.ADJ.NNTY.KD.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
591,2018,2.5427083214,NY.ADJ.NNTY.KD.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
592,2019,5.8463581914,NY.ADJ.NNTY.KD.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
593,2020,-8.6995096479,NY.ADJ.NNTY.KD.ZG,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
594,2016,7.9649616019,NY.ADJ.NNTY.KD.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
595,2017,8.1832820785,NY.ADJ.NNTY.KD.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
596,2018,4.6034319436,NY.ADJ.NNTY.KD.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
597,2019,3.5685331437,NY.ADJ.NNTY.KD.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
598,2020,3.6057783045000003,NY.ADJ.NNTY.KD.ZG,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
599,2016,2.5369914223,NY.ADJ.NNTY.KD.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
600,2017,0.4866962667,NY.ADJ.NNTY.KD.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
601,2018,5.8452087678,NY.ADJ.NNTY.KD.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
602,2019,3.9114425903,NY.ADJ.NNTY.KD.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
603,2020,2.5446964184,NY.ADJ.NNTY.KD.ZG,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
604,2016,-8.5819670119,NY.ADJ.NNTY.KD.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
605,2017,23.6815979722,NY.ADJ.NNTY.KD.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
606,2018,7.1403185487,NY.ADJ.NNTY.KD.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
607,2019,9.9429008617,NY.ADJ.NNTY.KD.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
608,2020,-0.1419849498,NY.ADJ.NNTY.KD.ZG,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
609,2016,1.0441028592,NY.ADJ.NNTY.KD.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
610,2017,3.4177345698,NY.ADJ.NNTY.KD.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
611,2018,4.0791538450000004,NY.ADJ.NNTY.KD.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
612,2019,1.737312702,NY.ADJ.NNTY.KD.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
613,2020,-4.7144261014,NY.ADJ.NNTY.KD.ZG,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
614,2016,5.1163650945,NY.ADJ.NNTY.KD.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
615,2017,6.1732794201,NY.ADJ.NNTY.KD.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
616,2018,5.7800025724,NY.ADJ.NNTY.KD.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
617,2019,4.0549737071,NY.ADJ.NNTY.KD.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
618,2020,-4.4805343791,NY.ADJ.NNTY.KD.ZG,SVN,Slovenia,Europe & Central Asia,High income,Not classified
619,2016,10.9730431479,NY.ADJ.NNTY.KD.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
620,2017,0.010771087700000001,NY.ADJ.NNTY.KD.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
621,2018,0.7610101183,NY.ADJ.NNTY.KD.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
622,2019,7.1960241344,NY.ADJ.NNTY.KD.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
623,2020,1.9251940174,NY.ADJ.NNTY.KD.ZG,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
624,2016,-0.410249203,NY.ADJ.NNTY.KD.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
625,2017,2.7449821623,NY.ADJ.NNTY.KD.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
626,2018,0.7176857854,NY.ADJ.NNTY.KD.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
627,2019,1.0190079501,NY.ADJ.NNTY.KD.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
628,2020,-4.8799627006,NY.ADJ.NNTY.KD.ZG,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
629,2016,4.6983686069,NY.ADJ.NNTY.KD.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
630,2017,2.1200721967,NY.ADJ.NNTY.KD.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
631,2018,2.3086077391,NY.ADJ.NNTY.KD.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
632,2019,2.5684200936,NY.ADJ.NNTY.KD.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
633,2020,-12.285203149,NY.ADJ.NNTY.KD.ZG,ESP,Spain,Europe & Central Asia,High income,Not classified
634,2016,6.3971059519,NY.ADJ.NNTY.KD.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
635,2017,3.566949343,NY.ADJ.NNTY.KD.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
636,2018,3.1949159244,NY.ADJ.NNTY.KD.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
637,2019,0.4009453676,NY.ADJ.NNTY.KD.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
638,2020,-5.0807176401,NY.ADJ.NNTY.KD.ZG,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
639,2016,-29.1730289619,NY.ADJ.NNTY.KD.ZG,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
640,2017,-23.6179121617,NY.ADJ.NNTY.KD.ZG,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
641,2018,181.1088655671,NY.ADJ.NNTY.KD.ZG,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
642,2019,-17.9821666861,NY.ADJ.NNTY.KD.ZG,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
643,2020,-8.0291455906,NY.ADJ.NNTY.KD.ZG,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
644,2016,1.9517525755,NY.ADJ.NNTY.KD.ZG,SWE,Sweden,Europe & Central Asia,High income,Not classified
645,2017,3.1658132178,NY.ADJ.NNTY.KD.ZG,SWE,Sweden,Europe & Central Asia,High income,Not classified
646,2018,1.3322654549,NY.ADJ.NNTY.KD.ZG,SWE,Sweden,Europe & Central Asia,High income,Not classified
647,2019,3.4112929612,NY.ADJ.NNTY.KD.ZG,SWE,Sweden,Europe & Central Asia,High income,Not classified
648,2020,-3.4477551041,NY.ADJ.NNTY.KD.ZG,SWE,Sweden,Europe & Central Asia,High income,Not classified
649,2016,-1.3330871545,NY.ADJ.NNTY.KD.ZG,CHE,Switzerland,Europe & Central Asia,High income,Not classified
650,2017,-0.6216890777,NY.ADJ.NNTY.KD.ZG,CHE,Switzerland,Europe & Central Asia,High income,Not classified
651,2018,-0.8415966799,NY.ADJ.NNTY.KD.ZG,CHE,Switzerland,Europe & Central Asia,High income,Not classified
652,2019,1.6766642587,NY.ADJ.NNTY.KD.ZG,CHE,Switzerland,Europe & Central Asia,High income,Not classified
653,2020,-5.4986721218,NY.ADJ.NNTY.KD.ZG,CHE,Switzerland,Europe & Central Asia,High income,Not classified
654,2016,9.3049317531,NY.ADJ.NNTY.KD.ZG,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
655,2017,8.3467909534,NY.ADJ.NNTY.KD.ZG,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
656,2018,5.8385020408,NY.ADJ.NNTY.KD.ZG,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
657,2019,5.4459621351,NY.ADJ.NNTY.KD.ZG,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
658,2020,0.9244361131000001,NY.ADJ.NNTY.KD.ZG,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
659,2016,-1.7869490266999999,NY.ADJ.NNTY.KD.ZG,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
660,2017,1.3941082658,NY.ADJ.NNTY.KD.ZG,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
